County,date,deaths,cases,Region,Color
Cortland,2020-03-25T00:00:00Z,0,3,Central New York,#d7e1be
Delaware,2020-03-25T00:00:00Z,0,5,Southern Tier,#ffd900
Dutchess,2020-03-25T00:00:00Z,1,153,Mid-Hudson,#91bdf0
Erie,2020-03-25T00:00:00Z,1,122,Western New York,#979797
Essex,2020-03-25T00:00:00Z,0,4,North Country,#dcc8dc
Genesee,2020-03-25T00:00:00Z,0,2,Western New York,#979797
Greene,2020-03-25T00:00:00Z,0,4,Capital,#00ffff
Hamilton,2020-03-25T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-25T00:00:00Z,0,5,Mohawk Valley,#ffff00
Jefferson,2020-03-25T00:00:00Z,0,2,Tug Hill Seaway,#e978ef
Livingston,2020-03-25T00:00:00Z,0,3,Finger Lakes,#b4ffaa
Madison,2020-03-25T00:00:00Z,1,7,Central New York,#d7e1be
Monroe,2020-03-25T00:00:00Z,3,118,Finger Lakes,#b4ffaa
Montgomery,2020-03-25T00:00:00Z,0,4,Mohawk Valley,#ffff00
Nassau,2020-03-25T00:00:00Z,17,3285,Long Island,#ff64a5
New York,2020-03-25T00:00:00Z,43,17856,New York City,#c8ff00
Niagara,2020-03-25T00:00:00Z,0,12,Western New York,#979797
Oneida,2020-03-25T00:00:00Z,0,10,Central New York,#d7e1be
Onondaga,2020-03-25T00:00:00Z,1,81,Central New York,#d7e1be
Ontario,2020-03-25T00:00:00Z,0,9,Finger Lakes,#b4ffaa
Orange,2020-03-25T00:00:00Z,1,638,Mid-Hudson,#91bdf0
Oswego,2020-03-25T00:00:00Z,0,2,Central New York,#d7e1be
Otsego,2020-03-25T00:00:00Z,0,2,Mohawk Valley,#ffff00
Putnam,2020-03-25T00:00:00Z,0,84,Mid-Hudson,#91bdf0
Rensselaer,2020-03-25T00:00:00Z,0,33,Capital,#00ffff
Rockland,2020-03-25T00:00:00Z,7,968,Mid-Hudson,#91bdf0
Saratoga,2020-03-25T00:00:00Z,0,64,Capital,#00ffff
Schenectady,2020-03-25T00:00:00Z,0,55,Capital,#00ffff
Schoharie,2020-03-25T00:00:00Z,0,2,Mohawk Valley,#ffff00
Steuben,2020-03-25T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Suffolk,2020-03-25T00:00:00Z,20,2260,Long Island,#ff64a5
Sullivan,2020-03-25T00:00:00Z,0,39,Mid-Hudson,#91bdf0
Tompkins,2020-03-25T00:00:00Z,0,18,Southern Tier,#ffd900
Ulster,2020-03-25T00:00:00Z,0,65,Mid-Hudson,#91bdf0
Warren,2020-03-25T00:00:00Z,0,2,North Country,#dcc8dc
Washington,2020-03-25T00:00:00Z,0,4,North Country,#dcc8dc
Wayne,2020-03-25T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Westchester,2020-03-25T00:00:00Z,8,4691,Mid-Hudson,#91bdf0
Wyoming,2020-03-25T00:00:00Z,1,4,Western New York,#979797
New York State,2020-03-26T00:00:00Z,546,37877,New York State,#7a7a7a
Albany,2020-03-26T00:00:00Z,0,171,Capital,#00ffff
Allegany,2020-03-26T00:00:00Z,0,2,Western New York,#979797
Broome,2020-03-26T00:00:00Z,2,16,Southern Tier,#ffd900
Cayuga,2020-03-26T00:00:00Z,0,2,Central New York,#d7e1be
Chautauqua,2020-03-26T00:00:00Z,0,2,Western New York,#979797
Chemung,2020-03-26T00:00:00Z,0,7,Finger Lakes,#b4ffaa
Chenango,2020-03-26T00:00:00Z,0,3,Southern Tier,#ffd900
Clinton,2020-03-26T00:00:00Z,0,11,North Country,#dcc8dc
Columbia,2020-03-26T00:00:00Z,0,24,Capital,#00ffff
Cortland,2020-03-26T00:00:00Z,0,3,Central New York,#d7e1be
Delaware,2020-03-26T00:00:00Z,0,7,Southern Tier,#ffd900
Dutchess,2020-03-26T00:00:00Z,2,190,Mid-Hudson,#91bdf0
Erie,2020-03-26T00:00:00Z,5,206,Western New York,#979797
Essex,2020-03-26T00:00:00Z,0,5,North Country,#dcc8dc
Genesee,2020-03-26T00:00:00Z,0,4,Western New York,#979797
Greene,2020-03-26T00:00:00Z,0,5,Capital,#00ffff
Hamilton,2020-03-26T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-26T00:00:00Z,0,7,Mohawk Valley,#ffff00
Jefferson,2020-03-26T00:00:00Z,0,4,Tug Hill Seaway,#e978ef
Livingston,2020-03-26T00:00:00Z,0,3,Finger Lakes,#b4ffaa
Madison,2020-03-26T00:00:00Z,1,9,Central New York,#d7e1be
Monroe,2020-03-26T00:00:00Z,3,148,Finger Lakes,#b4ffaa
Montgomery,2020-03-26T00:00:00Z,0,5,Mohawk Valley,#ffff00
Nassau,2020-03-26T00:00:00Z,19,3914,Long Island,#ff64a5
New York,2020-03-26T00:00:00Z,55,21873,New York City,#c8ff00
Niagara,2020-03-26T00:00:00Z,0,14,Western New York,#979797
Oneida,2020-03-26T00:00:00Z,0,13,Central New York,#d7e1be
Onondaga,2020-03-26T00:00:00Z,1,111,Central New York,#d7e1be
Ontario,2020-03-26T00:00:00Z,0,11,Finger Lakes,#b4ffaa
Orange,2020-03-26T00:00:00Z,1,751,Mid-Hudson,#91bdf0
Orleans,2020-03-26T00:00:00Z,0,2,Western New York,#979797
Oswego,2020-03-26T00:00:00Z,0,4,Central New York,#d7e1be
Otsego,2020-03-26T00:00:00Z,0,3,Mohawk Valley,#ffff00
Putnam,2020-03-26T00:00:00Z,0,94,Mid-Hudson,#91bdf0
Rensselaer,2020-03-26T00:00:00Z,0,44,Capital,#00ffff
Rockland,2020-03-26T00:00:00Z,7,1197,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-26T00:00:00Z,0,4,Tug Hill Seaway,#e978ef
Saratoga,2020-03-26T00:00:00Z,0,73,Capital,#00ffff
Schenectady,2020-03-26T00:00:00Z,1,62,Capital,#00ffff
Schoharie,2020-03-26T00:00:00Z,0,2,Mohawk Valley,#ffff00
Steuben,2020-03-26T00:00:00Z,0,11,Finger Lakes,#b4ffaa
Suffolk,2020-03-26T00:00:00Z,22,2735,Long Island,#ff64a5
Sullivan,2020-03-26T00:00:00Z,0,53,Mid-Hudson,#91bdf0
Tioga,2020-03-26T00:00:00Z,0,2,Southern Tier,#ffd900
Tompkins,2020-03-26T00:00:00Z,0,23,Southern Tier,#ffd900
Ulster,2020-03-26T00:00:00Z,0,78,Mid-Hudson,#91bdf0
Warren,2020-03-26T00:00:00Z,0,2,North Country,#dcc8dc
Washington,2020-03-26T00:00:00Z,0,4,North Country,#dcc8dc
Wayne,2020-03-26T00:00:00Z,0,8,Finger Lakes,#b4ffaa
Westchester,2020-03-26T00:00:00Z,10,5944,Mid-Hudson,#91bdf0
Wyoming,2020-03-26T00:00:00Z,1,7,Western New York,#979797
New York State,2020-03-27T00:00:00Z,694,44876,New York State,#7a7a7a
Albany,2020-03-27T00:00:00Z,0,187,Capital,#00ffff
Allegany,2020-03-27T00:00:00Z,0,2,Western New York,#979797
Broome,2020-03-27T00:00:00Z,2,18,Southern Tier,#ffd900
Cayuga,2020-03-27T00:00:00Z,0,2,Central New York,#d7e1be
Chautauqua,2020-03-27T00:00:00Z,0,2,Western New York,#979797
Chemung,2020-03-27T00:00:00Z,0,11,Finger Lakes,#b4ffaa
Chenango,2020-03-27T00:00:00Z,0,4,Southern Tier,#ffd900
Clinton,2020-03-27T00:00:00Z,0,11,North Country,#dcc8dc
Columbia,2020-03-27T00:00:00Z,0,27,Capital,#00ffff
Cortland,2020-03-27T00:00:00Z,0,4,Central New York,#d7e1be
Delaware,2020-03-27T00:00:00Z,0,8,Southern Tier,#ffd900
Dutchess,2020-03-27T00:00:00Z,2,225,Mid-Hudson,#91bdf0
Erie,2020-03-27T00:00:00Z,5,245,Western New York,#979797
Essex,2020-03-27T00:00:00Z,0,5,North Country,#dcc8dc
Franklin,2020-03-27T00:00:00Z,0,2,North Country,#dcc8dc
Genesee,2020-03-27T00:00:00Z,0,6,Western New York,#979797
Greene,2020-03-27T00:00:00Z,0,6,Capital,#00ffff
Hamilton,2020-03-27T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-27T00:00:00Z,1,9,Mohawk Valley,#ffff00
Jefferson,2020-03-27T00:00:00Z,0,4,Tug Hill Seaway,#e978ef
Livingston,2020-03-27T00:00:00Z,0,3,Finger Lakes,#b4ffaa
Madison,2020-03-27T00:00:00Z,1,17,Central New York,#d7e1be
Monroe,2020-03-27T00:00:00Z,3,166,Finger Lakes,#b4ffaa
Montgomery,2020-03-27T00:00:00Z,0,5,Mohawk Valley,#ffff00
Nassau,2020-03-27T00:00:00Z,27,4657,Long Island,#ff64a5
New York,2020-03-27T00:00:00Z,65,25573,New York City,#c8ff00
Niagara,2020-03-27T00:00:00Z,0,23,Western New York,#979797
Oneida,2020-03-27T00:00:00Z,0,13,Central New York,#d7e1be
Onondaga,2020-03-27T00:00:00Z,1,123,Central New York,#d7e1be
Ontario,2020-03-27T00:00:00Z,0,14,Finger Lakes,#b4ffaa
Orange,2020-03-27T00:00:00Z,3,910,Mid-Hudson,#91bdf0
Orleans,2020-03-27T00:00:00Z,0,3,Western New York,#979797
Oswego,2020-03-27T00:00:00Z,0,4,Central New York,#d7e1be
Otsego,2020-03-27T00:00:00Z,1,5,Mohawk Valley,#ffff00
Putnam,2020-03-27T00:00:00Z,0,111,Mid-Hudson,#91bdf0
Rensselaer,2020-03-27T00:00:00Z,0,44,Capital,#00ffff
Rockland,2020-03-27T00:00:00Z,7,1457,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-27T00:00:00Z,0,4,Tug Hill Seaway,#e978ef
Saratoga,2020-03-27T00:00:00Z,0,82,Capital,#00ffff
Schenectady,2020-03-27T00:00:00Z,1,66,Capital,#00ffff
Schoharie,2020-03-27T00:00:00Z,0,3,Mohawk Valley,#ffff00
Steuben,2020-03-27T00:00:00Z,0,12,Finger Lakes,#b4ffaa
Suffolk,2020-03-27T00:00:00Z,30,3385,Long Island,#ff64a5
Sullivan,2020-03-27T00:00:00Z,0,64,Mid-Hudson,#91bdf0
Tioga,2020-03-27T00:00:00Z,0,2,Southern Tier,#ffd900
Tompkins,2020-03-27T00:00:00Z,0,32,Southern Tier,#ffd900
Ulster,2020-03-27T00:00:00Z,0,98,Mid-Hudson,#91bdf0
Warren,2020-03-27T00:00:00Z,0,8,North Country,#dcc8dc
Washington,2020-03-27T00:00:00Z,0,6,North Country,#dcc8dc
Wayne,2020-03-27T00:00:00Z,0,11,Finger Lakes,#b4ffaa
Westchester,2020-03-27T00:00:00Z,10,7187,Mid-Hudson,#91bdf0
Wyoming,2020-03-27T00:00:00Z,1,7,Western New York,#979797
New York State,2020-03-28T00:00:00Z,991,52410,New York State,#7a7a7a
Albany,2020-03-28T00:00:00Z,0,195,Capital,#00ffff
Allegany,2020-03-28T00:00:00Z,0,2,Western New York,#979797
Broome,2020-03-28T00:00:00Z,3,23,Southern Tier,#ffd900
Cayuga,2020-03-28T00:00:00Z,0,2,Central New York,#d7e1be
Chautauqua,2020-03-28T00:00:00Z,0,5,Western New York,#979797
Chemung,2020-03-28T00:00:00Z,0,12,Finger Lakes,#b4ffaa
Chenango,2020-03-28T00:00:00Z,0,8,Southern Tier,#ffd900
Clinton,2020-03-28T00:00:00Z,0,12,North Country,#dcc8dc
Columbia,2020-03-28T00:00:00Z,1,30,Capital,#00ffff
Cortland,2020-03-28T00:00:00Z,0,7,Central New York,#d7e1be
Delaware,2020-03-28T00:00:00Z,0,8,Southern Tier,#ffd900
Dutchess,2020-03-28T00:00:00Z,2,262,Mid-Hudson,#91bdf0
Erie,2020-03-28T00:00:00Z,6,318,Western New York,#979797
Essex,2020-03-28T00:00:00Z,0,5,North Country,#dcc8dc
Franklin,2020-03-28T00:00:00Z,0,5,North Country,#dcc8dc
Genesee,2020-03-28T00:00:00Z,0,7,Western New York,#979797
Greene,2020-03-28T00:00:00Z,0,7,Capital,#00ffff
Hamilton,2020-03-28T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-28T00:00:00Z,1,9,Mohawk Valley,#ffff00
Jefferson,2020-03-28T00:00:00Z,0,6,Tug Hill Seaway,#e978ef
Livingston,2020-03-28T00:00:00Z,0,10,Finger Lakes,#b4ffaa
Madison,2020-03-28T00:00:00Z,1,28,Central New York,#d7e1be
Monroe,2020-03-28T00:00:00Z,5,202,Finger Lakes,#b4ffaa
Montgomery,2020-03-28T00:00:00Z,0,6,Mohawk Valley,#ffff00
Nassau,2020-03-28T00:00:00Z,35,5537,Long Island,#ff64a5
New York,2020-03-28T00:00:00Z,93,29776,New York City,#c8ff00
Niagara,2020-03-28T00:00:00Z,0,33,Western New York,#979797
Oneida,2020-03-28T00:00:00Z,0,23,Central New York,#d7e1be
Onondaga,2020-03-28T00:00:00Z,1,146,Central New York,#d7e1be
Ontario,2020-03-28T00:00:00Z,0,16,Finger Lakes,#b4ffaa
Orange,2020-03-28T00:00:00Z,4,1101,Mid-Hudson,#91bdf0
Orleans,2020-03-28T00:00:00Z,0,3,Western New York,#979797
Oswego,2020-03-28T00:00:00Z,0,9,Central New York,#d7e1be
Otsego,2020-03-28T00:00:00Z,1,7,Mohawk Valley,#ffff00
Putnam,2020-03-28T00:00:00Z,0,131,Mid-Hudson,#91bdf0
Rensselaer,2020-03-28T00:00:00Z,0,51,Capital,#00ffff
Rockland,2020-03-28T00:00:00Z,7,1896,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-28T00:00:00Z,0,8,Tug Hill Seaway,#e978ef
Saratoga,2020-03-28T00:00:00Z,0,96,Capital,#00ffff
Schenectady,2020-03-28T00:00:00Z,1,72,Capital,#00ffff
Schoharie,2020-03-28T00:00:00Z,0,5,Mohawk Valley,#ffff00
Steuben,2020-03-28T00:00:00Z,0,13,Finger Lakes,#b4ffaa
Suffolk,2020-03-28T00:00:00Z,37,4138,Long Island,#ff64a5
Sullivan,2020-03-28T00:00:00Z,0,72,Mid-Hudson,#91bdf0
Tioga,2020-03-28T00:00:00Z,0,6,Southern Tier,#ffd900
Tompkins,2020-03-28T00:00:00Z,0,48,Southern Tier,#ffd900
Ulster,2020-03-28T00:00:00Z,0,133,Mid-Hudson,#91bdf0
Warren,2020-03-28T00:00:00Z,0,13,North Country,#dcc8dc
Washington,2020-03-28T00:00:00Z,0,9,North Country,#dcc8dc
Wayne,2020-03-28T00:00:00Z,0,12,Finger Lakes,#b4ffaa
Westchester,2020-03-28T00:00:00Z,10,7875,Mid-Hudson,#91bdf0
Wyoming,2020-03-28T00:00:00Z,0,7,Western New York,#979797
New York State,2020-03-29T00:00:00Z,1235,59648,New York State,#7a7a7a
Albany,2020-03-29T00:00:00Z,1,205,Capital,#00ffff
Allegany,2020-03-29T00:00:00Z,0,6,Western New York,#979797
Broome,2020-03-29T00:00:00Z,3,29,Southern Tier,#ffd900
Cattaraugus,2020-03-29T00:00:00Z,0,4,Western New York,#979797
Cayuga,2020-03-29T00:00:00Z,0,2,Central New York,#d7e1be
Chautauqua,2020-03-29T00:00:00Z,0,7,Western New York,#979797
Chemung,2020-03-29T00:00:00Z,0,15,Finger Lakes,#b4ffaa
Chenango,2020-03-29T00:00:00Z,0,15,Southern Tier,#ffd900
Clinton,2020-03-29T00:00:00Z,0,13,North Country,#dcc8dc
Columbia,2020-03-29T00:00:00Z,1,30,Capital,#00ffff
Cortland,2020-03-29T00:00:00Z,0,8,Central New York,#d7e1be
Delaware,2020-03-29T00:00:00Z,0,8,Southern Tier,#ffd900
Dutchess,2020-03-29T00:00:00Z,2,320,Mid-Hudson,#91bdf0
Erie,2020-03-29T00:00:00Z,7,414,Western New York,#979797
Essex,2020-03-29T00:00:00Z,0,5,North Country,#dcc8dc
Franklin,2020-03-29T00:00:00Z,0,6,North Country,#dcc8dc
Genesee,2020-03-29T00:00:00Z,0,9,Western New York,#979797
Greene,2020-03-29T00:00:00Z,0,7,Capital,#00ffff
Hamilton,2020-03-29T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-29T00:00:00Z,2,10,Mohawk Valley,#ffff00
Jefferson,2020-03-29T00:00:00Z,0,7,Tug Hill Seaway,#e978ef
Livingston,2020-03-29T00:00:00Z,0,10,Finger Lakes,#b4ffaa
Madison,2020-03-29T00:00:00Z,1,29,Central New York,#d7e1be
Monroe,2020-03-29T00:00:00Z,5,219,Finger Lakes,#b4ffaa
Montgomery,2020-03-29T00:00:00Z,0,6,Mohawk Valley,#ffff00
Nassau,2020-03-29T00:00:00Z,35,6445,Long Island,#ff64a5
New York,2020-03-29T00:00:00Z,103,33768,New York City,#c8ff00
Niagara,2020-03-29T00:00:00Z,0,38,Western New York,#979797
Oneida,2020-03-29T00:00:00Z,0,26,Central New York,#d7e1be
Onondaga,2020-03-29T00:00:00Z,1,194,Central New York,#d7e1be
Ontario,2020-03-29T00:00:00Z,0,18,Finger Lakes,#b4ffaa
Orange,2020-03-29T00:00:00Z,4,1247,Mid-Hudson,#91bdf0
Orleans,2020-03-29T00:00:00Z,0,3,Western New York,#979797
Oswego,2020-03-29T00:00:00Z,0,10,Central New York,#d7e1be
Otsego,2020-03-29T00:00:00Z,1,10,Mohawk Valley,#ffff00
Putnam,2020-03-29T00:00:00Z,0,144,Mid-Hudson,#91bdf0
Rensselaer,2020-03-29T00:00:00Z,0,51,Capital,#00ffff
Rockland,2020-03-29T00:00:00Z,8,2209,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-29T00:00:00Z,0,12,Tug Hill Seaway,#e978ef
Saratoga,2020-03-29T00:00:00Z,0,102,Capital,#00ffff
Schenectady,2020-03-29T00:00:00Z,1,76,Capital,#00ffff
Schoharie,2020-03-29T00:00:00Z,0,5,Mohawk Valley,#ffff00
Steuben,2020-03-29T00:00:00Z,0,17,Finger Lakes,#b4ffaa
Suffolk,2020-03-29T00:00:00Z,40,5023,Long Island,#ff64a5
Sullivan,2020-03-29T00:00:00Z,0,88,Mid-Hudson,#91bdf0
Tioga,2020-03-29T00:00:00Z,0,6,Southern Tier,#ffd900
Tompkins,2020-03-29T00:00:00Z,0,56,Southern Tier,#ffd900
Ulster,2020-03-29T00:00:00Z,1,146,Mid-Hudson,#91bdf0
Warren,2020-03-29T00:00:00Z,0,18,North Country,#dcc8dc
Washington,2020-03-29T00:00:00Z,0,9,North Country,#dcc8dc
Wayne,2020-03-29T00:00:00Z,0,12,Finger Lakes,#b4ffaa
Westchester,2020-03-29T00:00:00Z,10,8519,Mid-Hudson,#91bdf0
Wyoming,2020-03-29T00:00:00Z,1,8,Western New York,#979797
New York State,2020-03-30T00:00:00Z,1569,66663,New York State,#7a7a7a
Albany,2020-03-30T00:00:00Z,1,217,Capital,#00ffff
Allegany,2020-03-30T00:00:00Z,1,7,Western New York,#979797
Broome,2020-03-30T00:00:00Z,3,35,Southern Tier,#ffd900
Cattaraugus,2020-03-30T00:00:00Z,0,6,Western New York,#979797
Cayuga,2020-03-30T00:00:00Z,0,3,Central New York,#d7e1be
Chautauqua,2020-03-30T00:00:00Z,1,7,Western New York,#979797
Chemung,2020-03-30T00:00:00Z,0,15,Finger Lakes,#b4ffaa
Chenango,2020-03-30T00:00:00Z,0,17,Southern Tier,#ffd900
Clinton,2020-03-30T00:00:00Z,0,17,North Country,#dcc8dc
Columbia,2020-03-30T00:00:00Z,1,36,Capital,#00ffff
Cortland,2020-03-30T00:00:00Z,0,10,Central New York,#d7e1be
Delaware,2020-03-30T00:00:00Z,0,11,Southern Tier,#ffd900
Dutchess,2020-03-30T00:00:00Z,3,392,Mid-Hudson,#91bdf0
Erie,2020-03-30T00:00:00Z,8,443,Western New York,#979797
Essex,2020-03-30T00:00:00Z,0,5,North Country,#dcc8dc
Franklin,2020-03-30T00:00:00Z,0,6,North Country,#dcc8dc
Genesee,2020-03-30T00:00:00Z,1,9,Western New York,#979797
Greene,2020-03-30T00:00:00Z,0,10,Capital,#00ffff
Hamilton,2020-03-30T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-30T00:00:00Z,2,12,Mohawk Valley,#ffff00
Jefferson,2020-03-30T00:00:00Z,0,11,Tug Hill Seaway,#e978ef
Livingston,2020-03-30T00:00:00Z,0,13,Finger Lakes,#b4ffaa
Madison,2020-03-30T00:00:00Z,1,42,Central New York,#d7e1be
Monroe,2020-03-30T00:00:00Z,8,246,Finger Lakes,#b4ffaa
Montgomery,2020-03-30T00:00:00Z,0,6,Mohawk Valley,#ffff00
Nassau,2020-03-30T00:00:00Z,48,7344,Long Island,#ff64a5
New York,2020-03-30T00:00:00Z,119,37453,New York City,#c8ff00
Niagara,2020-03-30T00:00:00Z,0,41,Western New York,#979797
Oneida,2020-03-30T00:00:00Z,0,34,Central New York,#d7e1be
Onondaga,2020-03-30T00:00:00Z,1,228,Central New York,#d7e1be
Ontario,2020-03-30T00:00:00Z,0,20,Finger Lakes,#b4ffaa
Orange,2020-03-30T00:00:00Z,12,1435,Mid-Hudson,#91bdf0
Orleans,2020-03-30T00:00:00Z,0,4,Western New York,#979797
Oswego,2020-03-30T00:00:00Z,0,15,Central New York,#d7e1be
Otsego,2020-03-30T00:00:00Z,1,17,Mohawk Valley,#ffff00
Putnam,2020-03-30T00:00:00Z,0,167,Mid-Hudson,#91bdf0
Rensselaer,2020-03-30T00:00:00Z,0,52,Capital,#00ffff
Rockland,2020-03-30T00:00:00Z,18,2511,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-30T00:00:00Z,0,13,Tug Hill Seaway,#e978ef
Saratoga,2020-03-30T00:00:00Z,0,108,Capital,#00ffff
Schenectady,2020-03-30T00:00:00Z,1,80,Capital,#00ffff
Schoharie,2020-03-30T00:00:00Z,0,6,Mohawk Valley,#ffff00
Schuyler,2020-03-30T00:00:00Z,0,2,Finger Lakes,#b4ffaa
Steuben,2020-03-30T00:00:00Z,0,19,Finger Lakes,#b4ffaa
Suffolk,2020-03-30T00:00:00Z,44,5791,Long Island,#ff64a5
Sullivan,2020-03-30T00:00:00Z,0,101,Mid-Hudson,#91bdf0
Tioga,2020-03-30T00:00:00Z,0,7,Southern Tier,#ffd900
Tompkins,2020-03-30T00:00:00Z,0,70,Southern Tier,#ffd900
Ulster,2020-03-30T00:00:00Z,1,190,Mid-Hudson,#91bdf0
Warren,2020-03-30T00:00:00Z,0,18,North Country,#dcc8dc
Washington,2020-03-30T00:00:00Z,0,9,North Country,#dcc8dc
Wayne,2020-03-30T00:00:00Z,0,15,Finger Lakes,#b4ffaa
Westchester,2020-03-30T00:00:00Z,19,9326,Mid-Hudson,#91bdf0
Wyoming,2020-03-30T00:00:00Z,1,8,Western New York,#979797
New York State,2020-03-31T00:00:00Z,1991,75833,New York State,#7a7a7a
Albany,2020-03-31T00:00:00Z,1,226,Capital,#00ffff
Allegany,2020-03-31T00:00:00Z,1,9,Western New York,#979797
Broome,2020-03-31T00:00:00Z,3,38,Southern Tier,#ffd900
Cattaraugus,2020-03-31T00:00:00Z,0,6,Western New York,#979797
Cayuga,2020-03-31T00:00:00Z,0,4,Central New York,#d7e1be
Chautauqua,2020-03-31T00:00:00Z,1,7,Western New York,#979797
Chemung,2020-03-31T00:00:00Z,0,20,Finger Lakes,#b4ffaa
Chenango,2020-03-31T00:00:00Z,0,19,Southern Tier,#ffd900
Clinton,2020-03-31T00:00:00Z,0,21,North Country,#dcc8dc
Columbia,2020-03-31T00:00:00Z,1,36,Capital,#00ffff
Cortland,2020-03-31T00:00:00Z,0,10,Central New York,#d7e1be
Delaware,2020-03-31T00:00:00Z,0,16,Southern Tier,#ffd900
Dutchess,2020-03-31T00:00:00Z,3,484,Mid-Hudson,#91bdf0
Erie,2020-03-31T00:00:00Z,10,499,Western New York,#979797
Essex,2020-03-31T00:00:00Z,0,5,North Country,#dcc8dc
Franklin,2020-03-31T00:00:00Z,0,6,North Country,#dcc8dc
Genesee,2020-03-31T00:00:00Z,1,11,Western New York,#979797
Greene,2020-03-31T00:00:00Z,0,10,Capital,#00ffff
Hamilton,2020-03-31T00:00:00Z,0,2,North Country,#dcc8dc
Herkimer,2020-03-31T00:00:00Z,2,12,Mohawk Valley,#ffff00
Jefferson,2020-03-31T00:00:00Z,0,11,Tug Hill Seaway,#e978ef
Lewis,2020-03-31T00:00:00Z,0,2,Tug Hill Seaway,#e978ef
Livingston,2020-03-31T00:00:00Z,1,15,Finger Lakes,#b4ffaa
Madison,2020-03-31T00:00:00Z,2,49,Central New York,#d7e1be
Monroe,2020-03-31T00:00:00Z,9,257,Finger Lakes,#b4ffaa
Montgomery,2020-03-31T00:00:00Z,0,6,Mohawk Valley,#ffff00
Nassau,2020-03-31T00:00:00Z,63,8544,Long Island,#ff64a5
New York,2020-03-31T00:00:00Z,129,43119,New York City,#c8ff00
Niagara,2020-03-31T00:00:00Z,0,41,Western New York,#979797
Oneida,2020-03-31T00:00:00Z,1,34,Central New York,#d7e1be
Onondaga,2020-03-31T00:00:00Z,1,249,Central New York,#d7e1be
Ontario,2020-03-31T00:00:00Z,0,20,Finger Lakes,#b4ffaa
Orange,2020-03-31T00:00:00Z,12,1556,Mid-Hudson,#91bdf0
Orleans,2020-03-31T00:00:00Z,0,5,Western New York,#979797
Oswego,2020-03-31T00:00:00Z,0,15,Central New York,#d7e1be
Otsego,2020-03-31T00:00:00Z,1,17,Mohawk Valley,#ffff00
Putnam,2020-03-31T00:00:00Z,0,167,Mid-Hudson,#91bdf0
Rensselaer,2020-03-31T00:00:00Z,0,54,Capital,#00ffff
Rockland,2020-03-31T00:00:00Z,18,2863,Mid-Hudson,#91bdf0
St. Lawrence,2020-03-31T00:00:00Z,0,23,Tug Hill Seaway,#e978ef
Saratoga,2020-03-31T00:00:00Z,0,108,Capital,#00ffff
Schenectady,2020-03-31T00:00:00Z,1,85,Capital,#00ffff
Schoharie,2020-03-31T00:00:00Z,0,6,Mohawk Valley,#ffff00
Schuyler,2020-03-31T00:00:00Z,0,2,Finger Lakes,#b4ffaa
Steuben,2020-03-31T00:00:00Z,0,19,Finger Lakes,#b4ffaa
Suffolk,2020-03-31T00:00:00Z,53,6713,Long Island,#ff64a5
Sullivan,2020-03-31T00:00:00Z,2,106,Mid-Hudson,#91bdf0
Tioga,2020-03-31T00:00:00Z,0,8,Southern Tier,#ffd900
Tompkins,2020-03-31T00:00:00Z,0,73,Southern Tier,#ffd900
Ulster,2020-03-31T00:00:00Z,3,207,Mid-Hudson,#91bdf0
Warren,2020-03-31T00:00:00Z,0,18,North Country,#dcc8dc
Washington,2020-03-31T00:00:00Z,0,9,North Country,#dcc8dc
Wayne,2020-03-31T00:00:00Z,0,15,Finger Lakes,#b4ffaa
Westchester,2020-03-31T00:00:00Z,25,9967,Mid-Hudson,#91bdf0
Wyoming,2020-03-31T00:00:00Z,1,8,Western New York,#979797
New York State,2020-04-01T00:00:00Z,2490,83948,New York State,#7a7a7a
Albany,2020-04-01T00:00:00Z,2,240,Capital,#00ffff
Allegany,2020-04-01T00:00:00Z,1,10,Western New York,#979797
Broome,2020-04-01T00:00:00Z,4,42,Southern Tier,#ffd900
Cattaraugus,2020-04-01T00:00:00Z,0,7,Western New York,#979797
Cayuga,2020-04-01T00:00:00Z,0,4,Central New York,#d7e1be
Chautauqua,2020-04-01T00:00:00Z,1,8,Western New York,#979797
Chemung,2020-04-01T00:00:00Z,0,22,Finger Lakes,#b4ffaa
Chenango,2020-04-01T00:00:00Z,0,26,Southern Tier,#ffd900
Clinton,2020-04-01T00:00:00Z,0,25,North Country,#dcc8dc
Columbia,2020-04-01T00:00:00Z,1,41,Capital,#00ffff
Cortland,2020-04-01T00:00:00Z,0,10,Central New York,#d7e1be
Delaware,2020-04-01T00:00:00Z,0,20,Southern Tier,#ffd900
Dutchess,2020-04-01T00:00:00Z,4,547,Mid-Hudson,#91bdf0
