FIPS,State,County,Life Expectancy,95% CI - Low,95% CI - High,Life Expectancy (AIAN),Life Expectancy (AIAN) 95% CI - Low,Life Expectancy (AIAN) 95% CI - High,Life Expectancy (Asian),Life Expectancy (Asian) 95% CI - Low,Life Expectancy (Asian) 95% CI - High,Life Expectancy (Black),Life Expectancy (Black) 95% CI - Low,Life Expectancy (Black) 95% CI - High,Life Expectancy (Hispanic),Life Expectancy (Hispanic) 95% CI - Low,Life Expectancy (Hispanic) 95% CI - High,Life Expectancy (White),Life Expectancy (White) 95% CI - Low,Life Expectancy (White) 95% CI - High,# Deaths,Age-Adjusted Death Rate,95% CI - Low,95% CI - High,Age-Adjusted Mortality (AIAN),Age-Adjusted Mortality (AIAN) 95% CI - Low,Age-Adjusted Mortality (AIAN) 95% CI - High,Age-Adjusted Mortality (Asian),Age-Adjusted Mortality (Asian) 95% CI - Low,Age-Adjusted Mortality (Asian) 95% CI - High,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Black) 95% CI - Low,Age-Adjusted Mortality (Black) 95% CI - High,Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (Hispanic) 95% CI - Low,Age-Adjusted Mortality (Hispanic) 95% CI - High,Age-Adjusted Mortality (White),Age-Adjusted Mortality (White) 95% CI - Low,Age-Adjusted Mortality (White) 95% CI - High,# Deaths,Child Mortality Rate,95% CI - Low,95% CI - High,Child Mortality Rate (AIAN),Child Mortality Rate (AIAN) 95% CI - Low,Child Mortality Rate (AIAN) 95% CI - High,Child Mortality Rate (Asian),Child Mortality Rate (Asian) 95% CI - Low,Child Mortality Rate (Asian) 95% CI - High,Child Mortality Rate (Black),Child Mortality Rate (Black) 95% CI - Low,Child Mortality Rate (Black) 95% CI - High,Child Mortality Rate (Hispanic),Child Mortality Rate (Hispanic) 95% CI - Low,Child Mortality Rate (Hispanic) 95% CI - High,Child Mortality Rate (White),Child Mortality Rate (White) 95% CI - Low,Child Mortality Rate (White) 95% CI - High,# Deaths,Infant Mortality Rate,95% CI - Low,95% CI - High,Infant Mortality Rate (AIAN),Infant Mortality Rate (AIAN) 95% CI - Low,Infant Mortality Rate (AIAN) 95% CI - High,Infant Mortality Rate (Asian),Infant Mortality Rate (Asian) 95% CI - Low,Infant Mortality Rate (Asian) 95% CI - High,Infant Mortality Rate (Black),Infant Mortality Rate (Black) 95% CI - Low,Infant Mortality Rate (Black) 95% CI - High,Infant Mortality Rate (Hispanic),Infant Mortality Rate (Hispanic) 95% CI - Low,Infant Mortality Rate (Hispanic) 95% CI - High,Infant Mortality Rate (White),Infant Mortality Rate (White) 95% CI - Low,Infant Mortality Rate (White) 95% CI - High,% Frequent Physical Distress,95% CI - Low,95% CI - High,% Frequent Mental Distress,95% CI - Low,95% CI - High,% Adults with Diabetes,95% CI - Low,95% CI - High,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access to Healthy Foods,# Drug Overdose Deaths,Drug Overdose Mortality Rate,95% CI - Low,95% CI - High,Drug Overdose Mortality Rate (AIAN),Drug Overdose Mortality Rate (AIAN) 95% CI - Low,Drug Overdose Mortality Rate (AIAN) 95% CI - High,Drug Overdose Mortality Rate (Asian),Drug Overdose Mortality Rate (Asian) 95% CI - Low,Drug Overdose Mortality Rate (Asian) 95% CI - High,Drug Overdose Mortality Rate (Black),Drug Overdose Mortality Rate (Black) 95% CI - Low,Drug Overdose Mortality Rate (Black) 95% CI - High,Drug Overdose Mortality Rate (Hispanic),Drug Overdose Mortality Rate (Hispanic) 95% CI - Low,Drug Overdose Mortality Rate (Hispanic) 95% CI - High,Drug Overdose Mortality Rate (White),Drug Overdose Mortality Rate (White) 95% CI - Low,Drug Overdose Mortality Rate (White) 95% CI - High,# Motor Vehicle Deaths,Motor Vehicle Mortality Rate,95% CI - Low,95% CI - High,MV Mortality Rate (AIAN),MV Mortality Rate (AIAN) 95% CI - Low,MV Mortality Rate (AIAN) 95% CI - High,MV Mortality Rate (Asian),MV Mortality Rate (Asian) 95% CI - Low,MV Mortality Rate (Asian) 95% CI - High,MV Mortality Rate (Black),MV Mortality Rate (Black) 95% CI - Low,MV Mortality Rate (Black) 95% CI - High,MV Mortality Rate (Hispanic),MV Mortality Rate (Hispanic) 95% CI - Low,MV Mortality Rate (Hispanic) 95% CI - High,MV Mortality Rate (White),MV Mortality Rate (White) 95% CI - Low,MV Mortality Rate (White) 95% CI - High,% Insufficient Sleep,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,# Uninsured,% Uninsured,95% CI - Low,95% CI - High,Other Primary Care Provider Rate,Other Primary Care Provider Ratio,% Disconnected Youth,95% CI - Low,95% CI - High,Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (White),Average Grade Performance,Average Grade Performance (Asian),Average Grade Performance (Black),Average Grade Performance (Hispanic),Average Grade Performance (White),Median Household Income,95% CI - Low,95% CI - High,Household Income (AIAN),Household Income (AIAN) 95% CI - Low,Household Income (AIAN) 95% CI - High,Household Income (Asian),Household Income (Asian) 95% CI - Low,Household Income (Asian) 95% CI - High,Household Income (Black),Household Income (Black) 95% CI - Low,Household Income (Black) 95% CI - High,Household Income (Hispanic),Household Income (Hispanic) 95% CI - Low,Household Income (Hispanic) 95% CI - High,Household Income (White),Household Income (White) 95% CI - Low,Household Income (White) 95% CI - High,% Enrolled in Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,95% CI - Low,95% CI - High,Homicide Rate (AIAN),Homicide Rate (AIAN) 95% CI - Low,Homicide Rate (AIAN) 95% CI - High,Homicide Rate (Asian),Homicide Rate (Asian) 95% CI - Low,Homicide Rate (Asian) 95% CI - High,Homicide Rate (Black),Homicide Rate (Black) 95% CI - Low,Homicide Rate (Black) 95% CI - High,Homicide Rate (Hispanic),Homicide Rate (Hispanic) 95% CI - Low,Homicide Rate (Hispanic) 95% CI - High,Homicide Rate (White),Homicide Rate (White) 95% CI - Low,Homicide Rate (White) 95% CI - High,# Deaths,Suicide Rate (Age-Adjusted),95% CI - Low,95% CI - High,Crude Rate,Suicide Rate (AIAN),Suicide Rate (AIAN) 95% CI - Low,Suicide Rate (AIAN) 95% CI - High,Suicide Rate (Asian),Suicide Rate (Asian) 95% CI - Low,Suicide Rate (Asian) 95% CI - High,Suicide Rate (Black),Suicide Rate (Black) 95% CI - Low,Suicide Rate (Black) 95% CI - High,Suicide Rate (Hispanic),Suicide Rate (Hispanic) 95% CI - Low,Suicide Rate (Hispanic) 95% CI - High,Suicide Rate (White),Suicide Rate (White) 95% CI - Low,Suicide Rate (White) 95% CI - High,# Firearm Fatalities,Firearm Fatalities Rate,95% CI - Low,95% CI - High,Firearm Fatalities Rate (AIAN),Firearm Fatalities Rate (AIAN) 95% CI - Low,Firearm Fatalities Rate (AIAN) 95% CI - High,Firearm Fatalities Rate (Asian),Firearm Fatalities Rate (Asian) 95% CI - Low,Firearm Fatalities Rate (Asian) 95% CI - High,Firearm Fatalities Rate (Black),Firearm Fatalities Rate (Black) 95% CI - Low,Firearm Fatalities Rate (Black) 95% CI - High,Firearm Fatalities Rate (Hispanic),Firearm Fatalities Rate (Hispanic) 95% CI - Low,Firearm Fatalities Rate (Hispanic) 95% CI - High,Firearm Fatalities Rate (White),Firearm Fatalities Rate (White) 95% CI - Low,Firearm Fatalities Rate (White) 95% CI - High,Non-Petitioned Cases,Petitioned Cases,Denominator,Juvenile Arrest Rate,Average Traffic Volume per Meter of Major Roadways,# Homeowners,% Homeowners,95% CI - Low,95% CI - High,# Households with Severe Cost Burden,% Severe Housing Cost Burden,95% CI - Low,95% CI - High,Population,% less than 18 years of age,% 65 and over,# Black,% Black,# American Indian & Alaska Native,% American Indian & Alaska Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,95% CI - Low,95% CI - High,% Female,# Rural,% Rural
36019,New York,Clinton,79.4,78.8,80.1,,,,,,,79.1,73.0,85.1,91.1,74.2,107.9,79.2,78.6,79.9,953,322,300,343,,,,,,,,,,,,,,,,31,53,36,76,,,,,,,,,,,,,,,,34,6,4,9,,,,,,,,,,,,,,,,11,11,11,13,12,13,12,10,14,199,282,9750,12,8154,10,37,15,11,21,,,,,,,,,,,,,,,,40,7,5,10,,,,,,,,,,,,,,,,38,37,38,2961,6,5,7,386,3,2,3,103,972:1,4,2,7,,,,,,,,,,,55517,50902,60132,,,,40729,29179,52279,50208,30280,70136,57019,45576,68462,55525,52422,58628,44,57,30,,,,,,,,,,,,,,,,,,,50,12,9,16,12,,,,,,,,,,,,,,,,28,7,5,10,,,,,,,,,,,,,,,,23,1-4,4800,,199,21264,68,66,69,3856,13,11,14,80695,18.0,17.1,3264,4.0,329,0.4,1177,1.5,34,0.0,2402,3.0,72470,89.8,526,1,0,1,48.5,52690,64.2
36021,New York,Columbia,79.6,78.9,80.4,,,,,,,77.2,73.3,81.1,82.9,77.0,88.8,79.7,78.9,80.5,842,327,302,351,,,,,,,454,329,612,,,,326,300,352,18,42,25,66,,,,,,,,,,,,,,,,20,6,3,9,,,,,,,,,,,,,,,,10,10,10,12,12,12,8,6,10,202,377,5780,9,3189,5,43,24,17,32,,,,,,,,,,,,,,,,57,13,10,17,,,,,,,,,,,,,,,,32,31,32,2458,7,6,8,349,3,2,4,77,1303:1,16,8,24,,,,,,,,,,,64916,61309,68523,103750,21613,185887,52426,34228,70624,36029,28097,43961,56250,37915,74585,64987,61880,68094,50,57,40,,,,,,,,,,,,,,,,,,,51,15,11,21,17,,,,,,,,,,,,,,,,27,9,6,13,,,,,,,,,,,,,,,,16,16,3800,8,69,18201,72,71,74,3630,15,13,17,59916,17.3,23.8,2802,4.7,197,0.3,1176,2.0,33,0.1,2909,4.9,51736,86.3,804,1,1,2,49.9,46248,73.3
36023,New York,Cortland,78.2,77.4,79.0,,,,,,,,,,,,,,,,597,366,335,397,,,,,,,,,,,,,,,,21,57,35,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,11,12,12,13,12,9,15,66,159,5850,12,1686,3,28,19,13,28,,,,,,,,,,,,,,,,34,10,7,14,,,,,,,,,,,,,,,,32,31,33,1373,5,4,6,200,2,1,3,105,956:1,3,1,5,,,,,,,,,,,51751,49039,54463,,,,,,,,,,32841,9356,56326,55240,52639,57841,51,45,20,,,,,,,,,,,,,,,,,,,29,12,8,18,12,,,,,,,,,,,,,,,,10,4,2,8,,,,,,,,,,,,,,,,29,18,3200,15,324,11710,66,64,68,2080,12,10,14,47823,19.3,16.5,800,1.7,171,0.4,539,1.1,17,0.0,1310,2.7,44222,92.5,165,0,0,1,51.1,21843,44.3
36025,New York,Delaware,79.3,78.4,80.1,,,,,,,,,,87.2,77.1,97.3,79.1,78.3,80.0,677,349,319,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,13,12,13,9,7,11,56,140,5320,12,379,1,32,24,16,33,,,,,,,,,,,,,,,,41,13,9,17,,,,,,,,,,,,,,,,32,31,33,1935,8,6,9,233,3,2,4,85,1172:1,5,2,8,,,,,,,,,,,47382,43466,51298,31375,1316,61434,55469,20454,90484,25658,6650,44666,39732,33400,46064,49285,47080,51490,51,36,21,,,,,,,,,,,,,,,,,,,41,16,11,23,18,,,,,,,,,,,,,,,,22,10,6,15,,,,,,,,,,,,,,,,16,8,2700,9,48,14132,74,73,76,2480,14,12,15,44527,16.5,24.5,766,1.7,166,0.4,463,1.0,23,0.1,1777,4.0,40928,91.9,462,1,1,2,49.5,37599,78.4
36027,New York,Dutchess,80.6,80.2,80.9,,,,93.1,88.4,97.8,78.7,77.4,80.0,85.4,83.5,87.3,80.2,79.9,80.6,3166,292,281,303,,,,82,57,115,390,350,430,183,153,213,302,289,315,72,32,25,40,,,,,,,75,47,114,29,15,51,25,17,34,92,5,4,6,,,,,,,12,8,17,,,,4,3,5,10,10,10,12,11,12,9,8,11,938,367,25470,9,16666,6,247,28,24,31,,,,,,,28,18,40,19,12,30,31,26,35,168,8,7,9,,,,,,,9,6,14,5,2,8,9,7,10,35,34,36,10891,6,5,7,1623,3,2,3,104,960:1,4,3,5,,,,,,,,,,,79604,76053,83155,68977,0,146189,123918,114055,133781,50765,44306,57224,63255,54741,71769,81752,79781,83723,34,53,37,2,2,3,,,,,,,9,6,14,,,,1,1,2,191,12,10,14,13,,,,,,,9,5,15,,,,14,11,16,91,6,5,8,,,,,,,7,3,12,,,,7,5,9,18,72,20300,4,727,73809,69,68,70,18631,18,17,19,293718,18.8,17.6,30698,10.5,1368,0.5,11138,3.8,236,0.1,36670,12.5,209066,71.2,5837,2,2,2,50.2,75560,25.4
36029,New York,Erie,78.4,78.2,78.6,75.2,71.7,78.6,89.3,86.5,92.1,73.6,73.1,74.2,83.6,81.5,85.8,79.0,78.8,79.2,11768,351,345,358,558,449,667,142,115,170,574,549,599,338,302,374,323,316,330,377,50,45,55,,,,,,,100,83,117,50,35,70,38,32,43,496,7,7,8,,,,,,,15,13,18,8,6,10,5,5,6,11,11,11,13,12,13,11,10,12,2289,290,116940,13,51234,6,787,28,26,30,86,48,142,,,,23,18,28,35,26,46,30,27,32,334,5,5,6,,,,,,,6,4,8,,,,5,5,6,36,36,37,29551,5,5,6,4221,2,2,3,162,617:1,5,4,6,,,,,,,,,,,56375,55149,57601,24135,18249,30021,50505,47828,53182,30686,29338,32034,28629,24464,32794,63342,62554,64130,47,72,64,6,6,7,,,,,,,33,29,36,8,6,12,2,1,2,530,11,10,12,11,,,,,,,6,4,9,9,5,15,12,11,14,354,8,7,8,,,,,,,27,23,32,10,6,14,4,4,5,214,337,63900,9,1170,251238,65,64,65,53309,14,14,15,919719,20.2,17.9,120415,13.1,6890,0.7,34265,3.7,437,0.0,52409,5.7,691721,75.2,15265,2,2,2,51.6,86425,9.4
36031,New York,Essex,80.8,80.0,81.7,,,,,,,,,,,,,,,,497,289,262,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,10,11,11,12,11,8,13,75,223,3630,10,824,2,15,13,7,22,,,,,,,,,,,,,,,,23,9,5,13,,,,,,,,,,,,,,,,34,33,34,1318,6,5,7,165,3,2,3,72,1381:1,,,,,,,,,,,,,,54376,50812,57940,,,,51250,26512,75988,,,,,,,56676,54089,59263,46,,27,,,,,,,,,,,,,,,,,,,24,11,7,17,13,,,,,,,,,,,,,,,,12,6,3,11,,,,,,,,,,,,,,,,1-4,1-4,2100,,91,11663,76,75,76,1703,11,10,13,37300,16.3,23.4,867,2.3,196,0.5,293,0.8,20,0.1,1122,3.0,34423,92.3,208,1,0,1,48.4,29471,74.9
36033,New York,Franklin,79.3,78.5,80.0,79.4,75.7,83.2,,,,85.4,69.0,101.7,98.4,59.1,137.7,78.9,78.1,79.7,634,335,308,361,404,298,536,,,,,,,,,,342,313,372,12,30,16,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,12,13,12,13,13,10,15,248,562,6630,13,4672,9,16,11,6,17,,,,,,,,,,,,,,,,35,10,7,14,,,,,,,,,,,,,,,,36,35,36,2317,9,7,10,411,4,3,5,113,882:1,9,5,13,,,,,,,,,,,48722,45590,51854,46747,31225,62269,175313,29145,321481,,,,46354,7388,85320,52509,50180,54838,57,53,71,,,,,,,,,,,,,,,,,,,31,11,7,16,12,,,,,,,,,,,,,,,,17,7,4,11,,,,,,,,,,,,,,,,9,15,3500,7,148,13829,72,71,74,2247,12,10,14,50293,19.4,16.8,2824,5.6,3814,7.6,238,0.5,13,0.0,1805,3.6,41105,81.7,253,1,0,1,45.0,32340,62.7
36035,New York,Fulton,78.4,77.7,79.2,,,,,,,,,,,,,,,,776,359,333,386,,,,,,,,,,,,,,,,16,37,21,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,12,13,13,13,13,10,15,69,150,6420,12,1941,3,22,14,9,21,,,,,,,,,,,,,,,,45,12,9,16,,,,,,,,,,,,,,,,36,35,37,2173,7,6,8,286,3,2,3,86,1165:1,15,9,21,,,,,,,,,,,51388,47022,55754,,,,77500,38056,116944,,,,26373,8397,44349,50449,48575,52323,44,61,40,,,,,,,,,,,,,,,,,,,38,14,10,20,14,,,,,,,,,,,,,,,,18,7,4,11,,,,,,,,,,,,,,,,24,10,3800,9,111,16036,71,70,73,2801,13,11,15,53591,20.1,19.6,1063,2.0,161,0.3,373,0.7,21,0.0,1731,3.2,49564,92.5,250,0,0,1,50.2,27973,50.4
36037,New York,Genesee,78.1,77.4,78.9,,,,,,,72.9,67.3,78.5,100.4,52.2,148.7,78.3,77.6,79.1,789,371,344,398,,,,,,,578,374,853,,,,361,333,389,18,38,22,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,11,12,12,13,14,11,16,74,149,6130,11,734,1,51,29,22,39,,,,,,,,,,,,,,,,43,10,8,14,,,,,,,,,,,,,,,,36,35,37,1989,6,5,7,267,2,1,3,78,1278:1,5,2,7,,,,,,,,,,,58925,54466,63384,43971,29732,58210,159196,31461,286931,28750,19865,37635,31926,25543,38309,62709,59280,66138,45,50,32,,,,,,,,,,,,,,,,,,,32,11,7,16,11,,,,,,,,,,,,,,,,16,5,3,9,,,,,,,,,,,,,,,,1-4,16,4100,,177,17201,73,71,74,2450,11,9,12,57511,20.3,18.7,1588,2.8,665,1.2,380,0.7,7,0.0,1952,3.4,51966,90.4,300,1,0,1,50.3,35979,59.9
36039,New York,Greene,78.6,77.8,79.5,,,,,,,75.7,71.5,80.0,84.7,78.1,91.3,78.4,77.5,79.4,689,363,333,393,,,,,,,546,380,760,,,,367,335,399,12,38,19,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,11,12,12,12,10,8,12,211,503,4920,10,2966,6,40,28,20,38,,,,,,,,,,,,,,,,51,15,11,20,,,,,,,,,,,,,,,,33,33,34,1730,6,5,8,243,3,2,4,88,1131:1,27,19,35,,,,,,,,,,,54514,48878,60150,,,,98462,28533,168391,64026,61719,66333,41641,27883,55399,53579,49984,57174,44,44,32,,,,,,,,,,,,,,,,,,,42,17,12,23,18,,,,,,,,,,,,,,,,19,8,5,12,,,,,,,,,,,,,,,,23,7,2700,11,40,12681,74,73,75,2725,16,14,19,47491,16.5,22.1,2652,5.6,216,0.5,615,1.3,22,0.0,2871,6.0,40357,85.0,391,1,0,1,47.7,36001,73.1
36041,New York,Hamilton,79.9,77.8,82.1,,,,,,,,,,,,,,,,78,311,234,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,11,12,12,13,11,9,14,,,470,10,585,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,28,186,7,6,9,24,4,2,5,90,1109:1,,,,,,,,,,,,,,59020,53742,64298,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-4,0,200,,20,963,86,84,87,135,13,7,18,4434,12.9,31.3,42,0.9,14,0.3,35,0.8,4,0.1,76,1.7,4204,94.8,75,2,0,4,49.9,4836,100.0
36043,New York,Herkimer,79.2,78.6,79.9,,,,,,,,,,,,,,,,796,328,304,352,,,,,,,,,,,,,,,,26,50,33,73,,,,,,,,,,,,,,,,35,8,6,11,,,,,,,,,,,,,,,,12,11,12,13,13,13,12,10,15,66,124,7300,12,4239,7,26,14,9,20,,,,,,,,,,,,,,,,36,8,6,11,,,,,,,,,,,,,,,,37,36,38,2116,6,5,7,320,2,2,3,52,1932:1,9,5,12,,,,,,,,,,,53168,48398,57938,,,,,,,,,,58005,17373,98637,52386,50107,54665,50,67,46,,,,,,,,,,,,,,,,,,,45,14,10,19,14,,,,,,,,,,,,,,,,22,7,4,11,,,,,,,,,,,,,,,,43,9,4500,12,392,17821,72,71,74,2184,9,8,11,61833,20.6,20.7,748,1.2,206,0.3,357,0.6,19,0.0,1377,2.2,58400,94.4,364,1,0,1,50.5,33427,51.8
36045,New York,Jefferson,78.6,78.1,79.1,,,,89.8,77.1,102.5,85.2,73.6,96.7,84.6,76.1,93.0,78.4,77.9,78.9,1183,340,321,360,,,,,,,408,252,623,189,94,338,351,330,372,61,55,42,71,,,,,,,,,,107,55,186,44,31,60,101,7,6,9,,,,,,,,,,,,,,,,12,11,12,12,12,13,12,10,14,265,284,15410,13,7385,6,61,18,14,23,,,,,,,,,,,,,,,,76,9,7,12,,,,,,,,,,,,,,,,37,37,38,3757,6,5,7,606,2,1,3,185,540:1,8,6,11,,,,,,,,,,,52798,49718,55878,43977,21932,66022,45509,15655,75363,50945,46627,55263,45430,40712,50148,53460,51271,55649,52,53,41,2,1,3,,,,,,,,,,,,,,,,70,12,9,15,12,,,,,,,,,,,,,,,,33,6,4,8,,,,,,,,,,,,,,,,38,43,8100,10,112,24108,56,55,56,5067,12,11,14,111755,24.0,13.7,6946,6.2,732,0.7,1877,1.7,355,0.3,8701,7.8,90776,81.2,639,1,0,1,47.4,55847,48.0
36047,New York,Kings,82.6,82.5,82.8,137.5,90.3,184.6,88.6,88.0,89.2,81.4,81.1,81.7,83.4,83.0,83.8,83.3,83.1,83.5,21917,269,265,273,,,,140,133,147,347,340,354,259,250,267,226,220,231,888,37,34,39,,,,25,20,32,50,45,55,24,20,29,28,24,31,1101,4,4,4,,,,3,2,3,4,4,5,3,2,3,3,3,3,11,11,11,12,12,12,10,9,11,26557,1210,451740,17,132,0,1012,13,12,14,,,,2,1,3,12,10,13,15,13,17,15,14,17,659,4,3,4,,,,3,2,4,4,3,4,4,3,5,3,3,4,41,41,42,165077,10,9,10,15992,3,2,3,72,1383:1,8,8,9,,,,,,,,,,,60862,59856,61868,43401,35273,51529,60756,58437,63075,45326,44378,46274,40539,39642,41436,77250,76148,78352,76,75,53,5,5,6,,,,1,1,2,12,11,13,4,4,5,1,1,2,692,5,5,6,5,,,,4,3,5,4,3,5,4,3,4,7,6,8,537,4,4,4,,,,1,0,1,9,9,10,3,2,4,1,1,2,315,443,184000,4,3627,285330,30,30,30,253733,28,27,28,2582830,22.8,13.9,773541,29.9,23841,0.9,327010,12.7,2961,0.1,492700,19.1,940818,36.4,289578,12,12,12,52.6,37,0.0
36049,New York,Lewis,79.5,78.4,80.7,,,,,,,,,,,,,,,,295,308,270,345,,,,,,,,,,,,,,,,12,49,25,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,11,13,12,13,12,9,15,9,40,3030,11,1707,6,21,26,16,40,,,,,,,,,,,,,,,,25,13,9,20,,,,,,,,,,,,,,,,34,33,35,1085,7,6,8,198,3,2,4,72,1392:1,7,3,12,,,,,,,,,,,52660,48383,56937,73500,51565,95435,35583,19373,51793,,,,38929,1800,76058,52791,50555,55027,46,,33,,,,,,,,,,,,,,,,,,,27,20,13,30,20,,,,,,,,,,,,,,,,14,10,6,18,,,,,,,,,,,,,,,,7,5,2000,6,35,8111,79,77,81,1201,12,10,14,26447,22.9,18.3,172,0.7,90,0.3,115,0.4,32,0.1,473,1.8,25333,95.8,132,1,0,1,49.3,23525,86.8
36051,New York,Livingston,80.0,79.3,80.7,,,,,,,80.9,76.1,85.7,96.5,59.0,134.1,79.8,79.0,80.5,716,307,283,331,,,,,,,,,,,,,,,,13,28,15,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,11,13,12,13,12,9,15,134,238,6990,11,3429,5,37,19,14,27,,,,,,,,,,,,,,,,39,9,6,12,,,,,,,,,,,,,,,,32,31,33,1863,5,4,6,260,2,1,3,60,1664:1,4,2,6,,,,,,,,,,,61027,56198,65856,41471,0,88914,59583,8857,110309,21333,8334,34332,44531,29479,59583,57130,54809,59451,41,46,25,,,,,,,,,,,,,,,,,,,34,11,7,15,11,,,,,,,,,,,,,,,,23,7,5,11,,,,,,,,,,,,,,,,7,21,4000,7,125,17903,73,72,75,3391,14,12,16,63227,17.6,17.9,1602,2.5,234,0.4,859,1.4,32,0.1,2310,3.7,57374,90.7,325,1,0,1,49.8,35739,54.7
36053,New York,Madison,80.9,80.3,81.6,,,,,,,,,,,,,,,,743,277,256,298,,,,,,,,,,,,,,,,23,41,26,62,,,,,,,,,,,,,,,,21,5,3,7,,,,,,,,,,,,,,,,10,10,10,12,12,12,10,8,13,48,78,7190,10,963,1,32,15,10,21,,,,,,,,,,,,,,,,50,10,7,13,,,,,,,,,,,,,,,,36,35,36,2352,6,5,7,393,3,2,4,90,1106:1,6,3,9,,,,,,,,,,,59114,55389,62839,48152,13436,82868,110625,82284,138966,63500,51922,75078,75208,31191,119225,60005,58008,62002,43,75,30,,,,,,,,,,,,,,,,,,,43,11,8,15,12,,,,,,,,,,,,,,,,22,6,4,9,,,,,,,,,,,,,,,,21,30,4900,10,171,19965,77,75,78,2722,11,9,12,70795,19.0,18.3,1174,1.7,533,0.8,638,0.9,26,0.0,1654,2.3,65870,93.0,193,0,0,0,50.7,43291,58.9
36055,New York,Monroe,79.9,79.7,80.1,88.7,75.4,101.9,89.7,87.0,92.4,75.5,74.8,76.1,81.2,79.9,82.5,80.6,80.4,80.9,7898,302,295,309,334,204,516,120,96,147,493,468,518,314,284,343,274,267,282,335,53,48,59,,,,40,20,71,95,79,112,61,46,79,35,29,41,402,7,6,8,,,,,,,15,13,17,7,5,9,5,4,5,11,11,11,12,12,13,9,8,11,2318,365,92790,12,43048,6,561,25,23,27,,,,,,,19,15,24,26,20,35,27,25,30,309,6,5,7,,,,,,,5,4,7,7,5,10,6,5,7,33,32,33,25090,6,5,6,3505,2,2,3,212,472:1,5,4,6,,,,,,,,,,,60240,58350,62130,26174,23318,29030,62159,56516,67802,30034,28640,31428,31331,28919,33743,66410,65351,67469,50,62,53,6,5,6,,,,,,,23,20,26,7,4,10,2,1,2,367,10,9,11,10,,,,,,,6,4,8,5,2,8,11,10,12,243,7,6,7,,,,,,,18,15,22,5,3,8,4,4,5,205,154,53300,7,1632,191759,64,63,64,46674,16,15,16,742474,20.8,17.2,108599,14.6,3079,0.4,27572,3.7,530,0.1,67064,9.0,521782,70.3,17847,3,2,3,51.7,48010,6.4
36057,New York,Montgomery,77.7,76.9,78.4,,,,,,,,,,81.4,77.4,85.4,77.3,76.4,78.2,686,378,349,408,,,,,,,,,,346,257,455,386,353,418,24,53,34,79,,,,,,,,,,,,,,,,22,5,3,8,,,,,,,,,,,,,,,,12,12,12,14,13,14,11,9,14,74,180,5740,12,3962,8,30,20,14,29,,,,,,,,,,,,,,,,34,10,7,14,,,,,,,,,,,,,,,,36,36,37,2110,7,6,9,377,3,2,4,93,1075:1,8,4,12,,,,,,,,,,,43799,39051,48547,,,,35982,19665,52299,35517,21325,49709,26819,20044,33594,49543,46921,52165,57,59,56,,,,,,,,,,,,,,,,,,,27,11,7,16,11,,,,,,,,,,,,,,,,14,6,3,9,,,,,,,,,,,,,,,,22,1-4,3800,,342,13375,68,67,69,2941,15,14,17,49455,22.7,18.6,1008,2.0,301,0.6,447,0.9,65,0.1,7369,14.9,39816,80.5,850,2,1,2,50.8,20559,40.9
